DOCUMENT_NO,NARRATIVE,label,DEGREE_INJURY,IMMED_NOTIFY,ACTIVITY,OCCUPATION,SUBUNIT,CLASSIFICATION,MINE_ID,CONTRACTOR_ID,CAL_YR
220202040011,"Ee was pushing down the dig face on the 5380. The dozer hit a rock in the face, causing it to stop abruptly, and the ee's teeth to bite down/clash together, fracturing a molar on the lower left side. Seen at the dentist who confirmed no unusual decay causing fracture, determined work related.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Bulldozer,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",MACHINERY,2600500,,2020
220200870006,"While employee was closing a rolling gate, their left ring finger was caught between a roller and the roller guide, the tip of the employee's ring finger.",1,PERM TOT OR PERM PRTL DISABLTY,NO VALUE FOUND,Handling supplies or material,"Clerk, Timekeeper, Office worker, Director of sales",OFFICE WORKERS AT MINE SITE,HANDLING OF MATERIALS,0203131,,2020
220203560021,"On 12/19/20 power tripped to the 8ft, 14ft and 16ft hoists and main fan. The 8ft & 14ft were reset, allowing for two other means of egress from the mine. The main fan was able to be reset. The 16ft was reset, with a loop contact fault being the cause. No one was injured as a result of this occurrence.",1,ACCIDENT ONLY,HOISTING,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,HOISTING,1600358,,2020
220200650005,climbing out of bobcat and twisting.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Getting on or off equipment,"Miner, Prospector, NEC",MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,2002434,,2020
220200070014,Employee was struck by a falling ladder.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,Welder (shop),"STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,3200491,,2020
220202550022,"What was described as a rib roll by the onshift foreman happened at the 8-bay. Rib roll occurred at 1:50 am while crew was working on face chain plug. While face chain was plugged, the graveyard shift cleaned up rib roll and started setting rock props. The dayshift prep crew fininhed setting rock props.",1,ACCIDENT ONLY,OUTBURST,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF FACE/RIB/PILLAR/SIDE/HIGHWALL,4201566,,2020
220202740002,"Employee was climbing a ladder when EE felt a ""pop"" in ring finger of right hand. Incident reported immediately to supervisor, did not require medical attention. Complained of more discomfort weeks later, evaluated by doctor. Prescribed PT on 9/28/20 to begin on 9/30/20.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Climb scaffolds, Ladders","Plumber, Pipefitter, Millwright","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,3600006,,2020
220200570004,Employee was cutting metal with a side grinder with a cutting disk when it grabbed the metal and kicked back hitting employee in the upper thigh cutting leg requiring stitches.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Grinding,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",MACHINERY,0900265,,2020
220200690030,"Hanging miner cable and tie wire came loose twisting EE's arm back. Causing EE to have surgery on March 3, 2020 to repair tendon.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Move power cable,"Section foreman, Bullgang foreman, Labor foreman, Leadman, Shift boss",UNDERGROUND,HANDLING OF MATERIALS,1103203,,2020
220203150005,On 11/7/2020 at 10:02 am the hoist was out of service due to a blower motor breaker trip. An electrician was called up and reset the breaker.,1,ACCIDENT ONLY,HOISTING,NO VALUE FOUND,NO VALUE FOUND,SURFACE AT UNDERGROUND,HOISTING,1600358,,2020
220201350008,"A reportable roof fall was found in Sunset South 1 Headgate, entry 1, crosscut 22. The fall was approximately 25' long, 19' wide and 10' high.",1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,0503672,,2020
220203580014,Employee tripped on a rock when returning to truck upon completion of specific task,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman","STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,1500073,,2020
220201740023,"Injured Employee pulled up to pile to be loaded with material. Loader Operator loaded Injured Employee's first trailer, then pup trailer. Injured Employee proceeded to pull away when something in the transmission broke and gear shift snapped, hitting Injured Employee in the upper leg and knee area leaving a knot and bruising.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Haulage or Dump truck,"Haul/Off road/Coal/Ore/Pit/Quarry/Rock/Rubber tire truck driver, Transportation truck driver","STRIP, QUARY, OPEN PIT",POWERED HAULAGE,2600097,,2020
220201680012,"EE already engaged the rotation before the boom touched the top starting to drill the inside pin on the fourth row when a 3""X6"" rock broke loose and came back hitting the right side of EE's nose causing EE to need 4 stitches.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Roof bolter, Drilling","Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",UNDERGROUND,FALL OF ROOF OR BACK,1519806,,2020
220202880009,"While in the process of relocating tool lockers. One employee was assisting a forklift operator when they walked behind a locker after it had been placed on the ground. As the forklift operator retracted the boom, the fork tips contacted the bottom of the locker causing it to tip and fall backwards landing on the employees back. Given Injection, prescription & PT given 10/13/20",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",POWERED HAULAGE,0801117,,2020
220201570004,"Employee was placing belt clamp on belt when clamp slipped and flipped up, striking EE in EE's mouth.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Continuous miner operator, Coal mole operator",UNDERGROUND,HANDLING OF MATERIALS,4608656,,2020
220200490025,"Injured employee (IE) was struck under the chin by a blunt force causing a laceration requiring five sutures; MSHA recordable incident. IE used the portable industrial shotgun, through an eight-inch porthole, to help knock down material in a silo. When material fell it pushed the shotgun barrel down and the stock up. The stock hit the miner in the chin causing a laceration.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,HANDTOOLS (NONPOWERED),2500002,,2020
220201670005,"At 10:51 the #9 hoist went down with a high temp reading (140° F) on #3 bearing. Employees were evacuated from the shaft using the Auxiliary hoist. The bearing cap was pulled at that time for inspection, during this time it was noticed that the oil level site glass was reading higher levels than what was in the gear box and it seemed to be air locked.",1,ACCIDENT ONLY,HOISTING,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,HOISTING,0200152,M445,2020
220201630016,While employee was removing left rear brake rotor it fell and pinched left middle finger.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,Welder (shop),"STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,2602823,,2020
220201950031,"Putting scoop on charge raising battery lids and lid fell back down hitting EE's right hand and thumb, causing a closed fracture to very tip of the thumb.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Scoop tram operator, Load/Haul/Dump operator",UNDERGROUND,HANDLING OF MATERIALS,4608808,,2020
220202610013,"CM Operator had cut their first 10' lift in a fresh cut. CM operator was going to set over after loading the car, and as the CM cutting head touched the top, the ignition occurred. All proper steps were taken immediately. Upon investigation, the Company & MSHA investigators found that the operator was following the approved plans & no citations were issued for this ignition.",1,ACCIDENT ONLY,GAS OF DUST IGNITION,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,IGNITION OR EXPLOSION OF GAS OR DUST,0101247,,2020
220201780002,"WRENCHING ON BOLT WITH RATCHET AND CHEATER BAR, FINGER WAS IN A BAD SPOT WHEN BOLT LOOSENED AND PINNED/SMASHED TIP OF FINGER IN BETWEEN RATCHET AND IRON. SMALL GASH ABOVE FINGERNAIL AND BROKE TIP OF FINGER",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Miner, Prospector, NEC","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),3200806,,2020
220202760008,"while bolting, the steel snapped and fell out causing injury to employees hand.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Roof bolter, Drilling","Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",UNDERGROUND,MACHINERY,1600970,MVK,2020
220201390001,"Changing hose on pump after waiting for engine to cool. Hot oil splashed on right forearm, neck and down back.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Miner, Prospector, NEC",OTHER MINING,HANDLING OF MATERIALS,0404614,,2020
220202590021,A ROCKFALL OCCURRED IN THE S/R IN THE 302 SUBMAIN WEST IN THE #4 ENTRY AT SPAD 3+50 SOMETIME BETWEEN THE AFTERNOON SHIFT ON 9/12/20 & 9/13/20 WHEN THE PRE-SHIFT EXAMINERS CAME IN AT 8:00 PM TO EXAM THE MINES FOR THE 3RD SHIFT WHICH STARTED AT 11:00 PM. THE FALL WAS 10X19X60.,1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,1519744,,2020
220201770041,Employee was using a knife to pry open a dust collection cartridge when it slipped and cut left thumb.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),Safety director,OFFICE WORKERS AT MINE SITE,HANDTOOLS (NONPOWERED),3102071,,2020
220202270003,"The employee received a laceration to EE's left arm when it slid across the sharp edge of a 54"" X 5"" roof mat. The employee was installing permanent roof supports on the working section when the injury occurred.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Roof bolter, NEC","Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",UNDERGROUND,MACHINERY,4407366,,2020
220200970018,EE was splicing a belt and the knife EE was using slipped and cut leg above knee. EE received 5 stitches and was drug tested and returned to work that day.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",DREDGE,HANDTOOLS (NONPOWERED),3303781,N282,2020
220202370023,"While attempting to puncture a 1-1/2"" rubber hose with EE's non-locking pocket knife, the EE had the blade close on index finger causing a laceration across the first knuckle above the finger nail of gloved right hand. At the emergency room 5 stitches were needed to close the wound.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Quality control technician, Laboratory technician, Laboratory assistant",MILL OPERATION/PREPARATION PLANT,HANDTOOLS (NONPOWERED),0102660,,2020
220203020028,"10-19-20 at 3am the socks inside the #2 dryer baghouse caught fire, the fire moved to the outside of the baghouse. The fire department was called, the fire was extinguished within 35 mins. MSHA was immediately notified and was on site for the investigation on 10-20-20; the investigation is ongoing. We believe the socks caught fire while cleaning hot fly ash from the #2 furnace.",1,ACCIDENT ONLY,MINE FIRE,NO VALUE FOUND,NO VALUE FOUND,MILL OPERATION/PREPARATION PLANT,FIRE,4801405,,2020
220201890014,Facility lost incoming power from supplier (CPP) to package warehouse and production hoist.,1,ACCIDENT ONLY,HOISTING,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,HOISTING,3301994,,2020
220202410021,"A gas bleeder was hit while bolting in Unit 40 C Right. Employees were removed from the unit, equipment was shut down, power was de-energized, and ventilation changes were made.",1,ACCIDENT ONLY,INNUMDATION,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,INUNDATION,3301994,,2020
220200280012,"Operator ducked to cross under a beam, EE did not duck low enough and the area of EE's forehead between EE's hard hat and safety glasses struck the beam.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Utility man, Shift tech, Service/Dump truck operator",MILL OPERATION/PREPARATION PLANT,STRIKING OR BUMPING,1102403,,2020
220201360016,Employee was lifting a battery lid up with right hand and while doing so the lid slipped out of employee's hand coming down on right pinky finger. The pinky was X-rayed showing negative for fractures and employee received one stitch in the treatment of right pinky finger.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Electrical maintenance,"Laborer, Bull gang,  Parts runner, Roustabout, Roof trimmer/scaler",UNDERGROUND,HANDLING OF MATERIALS,1519806,,2020
220200700006,operator error caused 988H loader to be toppled on its left side.,0,ACCIDENT ONLY,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,MILL OPERATION/PREPARATION PLANT,POWERED HAULAGE,3607805,,2020
220200580014,An ignition occurred on the #7 miner section in the face area of the #4 entry while the continuous miner was producing coal.,1,ACCIDENT ONLY,GAS OF DUST IGNITION,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,IGNITION OR EXPLOSION OF GAS OR DUST,0101247,,2020
220201530005,Four contract employees were stuck on Cameron elevator when a door switch malfunctioned. The switch was fixed and they returned to the surface.,0,ACCIDENT ONLY,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,ENTRAPMENT,4601437,,2020
220202240018,"An ignition of methane gas occurred on the Section #6, No. 2 Face entry on 8/7/2020 at approximately 0740 am due to the methane check in the No. 2 Face found 1.2% to 1.8% methane present and there were bad bits in the cutter head drums and sand stone intrusion.",1,ACCIDENT ONLY,GAS OF DUST IGNITION,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,IGNITION OR EXPLOSION OF GAS OR DUST,0101247,,2020
220202730016,"While removing a compressed gas cylinder from a storage rack, the cylinder slipped and smashed an employee's right pinky finger between the cylinder cap and cylinder rack. The event resulted in three stitches to the finger nail bed.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Belt foreman, Maintenance foreman, Maintenance supervisor",SURFACE AT UNDERGROUND,HANDLING OF MATERIALS,0503528,,2020
220203250013,An unplanned roof fall measuring 16' long x 16' wide x 7.5' above normal mining height occurred at 19 x-cut on EM#3 between #2 and #3 entries.,1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,4608864,,2020
220203140008,Employee was tightening screen deck bolts. When the wrench slipped and hand hit another bolt to the side of the one they were tightening. It caught a finger and cut it open.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),4801189,,2020
220202240013,"Employee was raising mast on light plant when the cable broke inside the mast itself and employee jumped out of the way, banging left shin on the outrigger of the light plant causing a 1 inch laceration requiring one staple to close.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Escaping a hazard,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,0202367,AT0,2020
220202660014,"Employee was replacing bolts and wrench slipped off causing employee's left thumb to contact the hammer base. DOI was 09/03/20, did not seek treatment on DOI. Emp was scheduled for vacation on 09/04 thru 09/13. Upon empl return of 09/14/20 from vacation, emp informed the employer that treatment was sought on 09/12/20 and the care facility confirmed a fractured left thumb.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Grader operator, Roadgrader operator",MILL OPERATION/PREPARATION PLANT,HANDTOOLS (NONPOWERED),4100072,,2020
